sample1,,sample1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
277.0722656,1.668417931,277.0722656,1.66519618,
275.9735107,1.685833216,275.9735107,1.691948533,
275.0316162,1.708762884,275.0316162,1.704523921,
273.9326172,1.724837542,273.9326172,1.727905154,
272.990509,1.737562299,272.990509,1.7396456,
272.0483093,1.752123952,272.0483093,1.751410604,
270.9489746,1.758256555,270.9489746,1.761742592,
270.0065613,1.785140634,270.0065613,1.779826164,
269.0640869,1.795966148,269.0640869,1.7910887,
267.964386,1.805683494,267.964386,1.800895214,
267.021698,1.807996154,267.021698,1.807081819,
265.9217529,1.827575445,265.9217529,1.815282106,
264.9788513,1.836251974,264.9788513,1.827015281,
264.0358887,1.847063303,264.0358887,1.841587067,
262.9356079,1.848873973,262.9356079,1.843641162,
261.9924316,1.857842922,261.9924316,1.855916381,
261.0491638,1.858388662,261.0491638,1.863969803,
259.9485474,1.865962386,259.9485474,1.869105101,
259.0050659,1.874337673,259.0050659,1.873101234,
258.0615234,1.873144269,258.0615234,1.87460506,
256.9605713,1.879268289,256.9605713,1.88285315,
256.0168457,1.88676703,256.0168457,1.885701776,
255.072998,1.891272783,255.072998,1.880799055,
253.9717255,1.896389365,253.9717255,1.891762853,
253.0276947,1.8894521,253.0276947,1.888883233,
251.9262085,1.892756701,251.9262085,1.888216972,
250.9819946,1.884703517,250.9819946,1.89131999,
250.0376892,1.883605361,250.0376892,1.878718853,
248.9422302,1.876158357,248.9422302,1.878905058,
248.0033722,1.864468217,248.0033722,1.862609744,
247.0644226,1.855884075,247.0644226,1.855682611,
245.9688721,1.842950583,245.9688721,1.845894814,
245.0297394,1.840772152,245.0297394,1.83643353,
243.9339752,1.832036614,243.9339752,1.829864025,
242.9946594,1.829171777,242.9946594,1.823607564,
242.0552673,1.819223285,242.0552673,1.816468835,
240.959198,1.800618768,240.959198,1.798444152,
240.0196228,1.786853433,240.0196228,1.7934407,
238.9233398,1.779303908,238.9233398,1.782118201,
237.9835815,1.775258899,237.9835815,1.77592504,
237.0437469,1.767313361,237.0437469,1.765507102,
235.9471741,1.764876962,235.9471741,1.756432533,
235.0071564,1.761895537,235.0071564,1.759307623,
234.0670624,1.75739789,234.0670624,1.751406193,
232.9701843,1.754032731,232.9701843,1.74710238,
232.0299072,1.746274114,232.0299072,1.740768313,
230.9328308,1.740736365,230.9328308,1.751020432,
229.9923859,1.743187189,229.9923859,1.727145314,
229.0518646,1.73468256,229.0518646,1.727989316,
227.9544983,1.724882364,227.9544983,1.72407639,
227.0138092,1.717918873,227.0138092,1.722362161,
226.0730286,1.71114552,226.0730286,1.709858656,
224.9753723,1.706144452,224.9753723,1.706779718,
224.0344391,1.702407241,224.0344391,1.702335119,
222.9365845,1.698615432,222.9365845,1.697916389,
221.9954834,1.694073081,221.9954834,1.692180514,
221.054306,1.685132742,221.054306,1.681289554,
219.9561615,1.680995464,219.9561615,1.67781055,
219.0148163,1.675323844,219.0148163,1.673106194,
218.0733948,1.670601726,218.0733948,1.670344234,
216.9749756,1.666878581,216.9749756,1.661675811,
216.0334015,1.663773537,216.0334015,1.652562141,
214.9347992,1.663053989,214.9347992,1.655660391,
213.9930573,1.655413389,213.9930573,1.650407672,
213.051239,1.643215537,213.051239,1.653175592,
211.9523621,1.639197707,211.9523621,1.644079924,
211.0103912,1.63781476,211.0103912,1.635811925,
210.0683441,1.634953737,210.0683441,1.632485271,
208.9692078,1.634765148,208.9692078,1.630382299,
208.0270081,1.630035877,208.0270081,1.631781936,
206.9276733,1.626242518,206.9276733,1.633835077,
205.985321,1.618065238,205.985321,1.618539214,
205.0428925,1.614628077,205.0428925,1.618358731,
203.9433136,1.605589747,203.9433136,1.608106017,
203.0007324,1.605916739,203.0007324,1.604995131,
202.0580902,1.599369764,202.0580902,1.602382183,
200.9582367,1.595816374,200.9582367,1.598896623,
200.0154419,1.593763709,200.0154419,1.600232124,
199.0613708,1.592372298,199.0613708,1.596667886,
197.947998,1.593824506,197.947998,1.591569304,
196.9935913,1.593014359,196.9935913,1.595172286,
196.0391388,1.595487952,196.0391388,1.592865944,
194.9255066,1.599895477,194.9255066,1.594574451,
193.9708862,1.599173903,193.9708862,1.598554373,
193.0162048,1.603939891,193.0162048,1.597736359,
192.0614624,1.609713912,192.0614624,1.625886083,
190.9474945,1.627555609,190.9474945,1.620266914,
189.9925995,1.638312578,189.9925995,1.644294381,

sample1,
sample1
Collection Time: 9/28/2017 1:56:24 PM
Operator Name  :
Scan Software Version: 3.00(303)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         190.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 9/28/2017 1:50:33 PM
Method Modifications:
X Stop nm Changed: 9/28/2017 1:54:37 PM, Old:  200.0, New:  190.0
Y Max Abs Changed: 9/28/2017 1:54:37 PM, Old:     1.00, New:     3.00
End Method Modifications
<Current Wavelength> , 203.0

sample1,
sample1
Collection Time: 9/28/2017 1:57:45 PM
Operator Name  :
Scan Software Version: 3.00(303)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         190.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 9/28/2017 1:50:33 PM
Method Modifications:
X Stop nm Changed: 9/28/2017 1:54:37 PM, Old:  200.0, New:  190.0
Y Max Abs Changed: 9/28/2017 1:54:37 PM, Old:     1.00, New:     3.00
XY Table Changed: 9/28/2017 1:57:19 PM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 202.1

